customer_id,date,historical_clv,forecast_clv
Amroha,2026-01-22,467,490
Amroha,2026-01-23,467,491
Amroha,2026-01-24,468,491
Amroha,2026-01-25,468,492
Amroha,2026-01-26,469,492
Amroha,2026-01-27,469,493
Amroha,2026-01-28,470,493
Amroha,2026-01-29,470,493
Amroha,2026-01-30,470,494
Anandpur Sahib,2026-01-01,445,467
Anandpur Sahib,2026-01-02,445,468
Anandpur Sahib,2026-01-03,446,468
Anandpur Sahib,2026-01-04,446,469
Anandpur Sahib,2026-01-05,447,469
Anandpur Sahib,2026-01-06,447,470
Anandpur Sahib,2026-01-07,448,470
Anandpur Sahib,2026-01-08,448,470
Anandpur Sahib,2026-01-09,449,471
Anandpur Sahib,2026-01-10,449,471
Anandpur Sahib,2026-01-11,449,472
Anandpur Sahib,2026-01-12,450,472
Anandpur Sahib,2026-01-13,450,473
Anandpur Sahib,2026-01-14,451,473
Anandpur Sahib,2026-01-15,451,474
Anandpur Sahib,2026-01-16,452,474
Anandpur Sahib,2026-01-17,452,475
Anandpur Sahib,2026-01-18,453,475
Anandpur Sahib,2026-01-19,453,476
Anandpur Sahib,2026-01-20,453,476
Anandpur Sahib,2026-01-21,454,477
Anandpur Sahib,2026-01-22,454,477
Anandpur Sahib,2026-01-23,455,477
Anandpur Sahib,2026-01-24,455,478
Anandpur Sahib,2026-01-25,456,478
Anandpur Sahib,2026-01-26,456,479
Anandpur Sahib,2026-01-27,457,479
Anandpur Sahib,2026-01-28,457,480
Anandpur Sahib,2026-01-29,457,480
Anandpur Sahib,2026-01-30,458,481
Anantnag,2026-01-01,348,365
Anantnag,2026-01-02,348,366
Anantnag,2026-01-03,349,366
Anantnag,2026-01-04,349,366
Anantnag,2026-01-05,349,367
Anantnag,2026-01-06,350,367
Anantnag,2026-01-07,350,367
Anantnag,2026-01-08,350,368
Anantnag,2026-01-09,351,368
Anantnag,2026-01-10,351,369
Anantnag,2026-01-11,351,369
Anantnag,2026-01-12,352,369
Anantnag,2026-01-13,352,370
Anantnag,2026-01-14,352,370
Anantnag,2026-01-15,353,370
Anantnag,2026-01-16,353,371
Anantnag,2026-01-17,353,371
Anantnag,2026-01-18,354,371
Anantnag,2026-01-19,354,372
Anantnag,2026-01-20,354,372
Anantnag,2026-01-21,355,373
Anantnag,2026-01-22,355,373
Anantnag,2026-01-23,355,373
Anantnag,2026-01-24,356,374
Anantnag,2026-01-25,356,374
Anantnag,2026-01-26,357,374
Anantnag,2026-01-27,357,375
Anantnag,2026-01-28,357,375
Anantnag,2026-01-29,358,375
Anantnag,2026-01-30,358,376
Aonla,2026-01-01,452,475
Aonla,2026-01-02,453,475
Aonla,2026-01-03,453,476
Aonla,2026-01-04,454,476
Aonla,2026-01-05,454,477
Aonla,2026-01-06,455,477
Aonla,2026-01-07,455,478
Aonla,2026-01-08,456,478
Aonla,2026-01-09,456,479
Aonla,2026-01-10,456,479
Aonla,2026-01-11,457,480
Aonla,2026-01-12,457,480
Aonla,2026-01-13,458,481
Aonla,2026-01-14,458,481
Aonla,2026-01-15,459,482
Aonla,2026-01-16,459,482
Aonla,2026-01-17,460,483
Aonla,2026-01-18,460,483
Aonla,2026-01-19,461,484
Aonla,2026-01-20,461,484
Aonla,2026-01-21,461,484
Aonla,2026-01-22,462,485
Aonla,2026-01-23,462,485
Aonla,2026-01-24,463,486
Aonla,2026-01-25,463,486
Aonla,2026-01-26,464,487
Aonla,2026-01-27,464,487
Aonla,2026-01-28,465,488
Aonla,2026-01-29,465,488
Aonla,2026-01-30,465,489
Ara,2026-01-01,409,429
Ara,2026-01-02,409,429
Ara,2026-01-03,409,430
Ara,2026-01-04,410,430
Ara,2026-01-05,410,431
Ara,2026-01-06,411,431
Ara,2026-01-07,411,432
Ara,2026-01-08,411,432
Ara,2026-01-09,412,432
Ara,2026-01-10,412,433
Ara,2026-01-11,413,433
Ara,2026-01-12,413,434
Ara,2026-01-13,413,434
Ara,2026-01-14,414,435
Ara,2026-01-15,414,435
Ara,2026-01-16,415,435
Ara,2026-01-17,415,436
Ara,2026-01-18,415,436
Ara,2026-01-19,416,437
Ara,2026-01-20,416,437
Ara,2026-01-21,417,438
Ara,2026-01-22,417,438
Ara,2026-01-23,418,438
Ara,2026-01-24,418,439
Ara,2026-01-25,418,439
Ara,2026-01-26,419,440
Ara,2026-01-27,419,440
Ara,2026-01-28,420,441
Ara,2026-01-29,420,441
Ara,2026-01-30,420,441
Arambagh,2026-01-01,324,341
Arambagh,2026-01-02,325,341
Arambagh,2026-01-03,325,341
Arambagh,2026-01-04,325,342
Arambagh,2026-01-05,326,342
Arambagh,2026-01-06,326,342
Arambagh,2026-01-07,326,343
Arambagh,2026-01-08,327,343
Arambagh,2026-01-09,327,343
Arambagh,2026-01-10,327,344
Arambagh,2026-01-11,328,344
Arambagh,2026-01-12,328,344
Arambagh,2026-01-13,328,345
Arambagh,2026-01-14,329,345
Arambagh,2026-01-15,329,345
Arambagh,2026-01-16,329,346
Arambagh,2026-01-17,329,346
Arambagh,2026-01-18,330,346
Arambagh,2026-01-19,330,347
Arambagh,2026-01-20,330,347
Arambagh,2026-01-21,331,347
Arambagh,2026-01-22,331,348
Arambagh,2026-01-23,331,348
Arambagh,2026-01-24,332,348
Arambagh,2026-01-25,332,349
Arambagh,2026-01-26,332,349
Arambagh,2026-01-27,333,349
Arambagh,2026-01-28,333,350
Arambagh,2026-01-29,333,350
Arambagh,2026-01-30,334,350
Arani,2026-01-01,470,493
Arani,2026-01-02,470,494
Arani,2026-01-03,471,494
Arani,2026-01-04,471,495
Arani,2026-01-05,472,495
Arani,2026-01-06,472,496
Arani,2026-01-07,473,496
Arani,2026-01-08,473,497
Arani,2026-01-09,474,497
Arani,2026-01-10,474,498
Arani,2026-01-11,475,498
Arani,2026-01-12,475,499
Arani,2026-01-13,476,499
Arani,2026-01-14,476,500
Arani,2026-01-15,477,500
Arani,2026-01-16,477,501
Arani,2026-01-17,477,501
Arani,2026-01-18,478,502
Arani,2026-01-19,478,502
Arani,2026-01-20,479,503
Arani,2026-01-21,479,503
Arani,2026-01-22,480,504
Arani,2026-01-23,480,504
Arani,2026-01-24,481,505
Arani,2026-01-25,481,505
Arani,2026-01-26,482,506
Arani,2026-01-27,482,506
Arani,2026-01-28,483,507
Arani,2026-01-29,483,507
Arani,2026-01-30,484,508
Araria,2026-01-01,383,402
Araria,2026-01-02,383,403
Araria,2026-01-03,384,403
Araria,2026-01-04,384,403
Araria,2026-01-05,385,404
Araria,2026-01-06,385,404
Araria,2026-01-07,385,405
Araria,2026-01-08,386,405
Araria,2026-01-09,386,405
Araria,2026-01-10,386,406
Araria,2026-01-11,387,406
Araria,2026-01-12,387,407
Araria,2026-01-13,388,407
Araria,2026-01-14,388,407
Araria,2026-01-15,388,408
Araria,2026-01-16,389,408
Araria,2026-01-17,389,409
Araria,2026-01-18,390,409
Araria,2026-01-19,390,409
Araria,2026-01-20,390,410
Araria,2026-01-21,391,410
Araria,2026-01-22,391,411
Araria,2026-01-23,391,411
Araria,2026-01-24,392,411
Araria,2026-01-25,392,412
Araria,2026-01-26,393,412
Araria,2026-01-27,393,413
Araria,2026-01-28,393,413
Araria,2026-01-29,394,413
Araria,2026-01-30,394,414
Asansol,2026-01-01,1172,1230
Asansol,2026-01-02,1173,1232
Asansol,2026-01-03,1174,1233
Asansol,2026-01-04,1175,1234
Asansol,2026-01-05,1176,1235
Asansol,2026-01-06,1178,1236
Asansol,2026-01-07,1179,1238
Asansol,2026-01-08,1180,1239
Asansol,2026-01-09,1181,1240
Asansol,2026-01-10,1182,1241
Asansol,2026-01-11,1183,1243
Asansol,2026-01-12,1185,1244
Asansol,2026-01-13,1186,1245
Asansol,2026-01-14,1187,1246
Asansol,2026-01-15,1188,1248
Asansol,2026-01-16,1189,1249
Asansol,2026-01-17,1190,1250
Asansol,2026-01-18,1192,1251
Asansol,2026-01-19,1193,1252
Asansol,2026-01-20,1194,1254
Asansol,2026-01-21,1195,1255
Asansol,2026-01-22,1196,1256
Asansol,2026-01-23,1197,1257
Asansol,2026-01-24,1199,1259
Asansol,2026-01-25,1200,1260
Asansol,2026-01-26,1201,1261
Asansol,2026-01-27,1202,1262
Asansol,2026-01-28,1203,1264
Asansol,2026-01-29,1205,1265
Asansol,2026-01-30,1206,1266
Aurangabad,2026-01-01,635,667
Aurangabad,2026-01-02,635,667
Aurangabad,2026-01-03,636,668
Aurangabad,2026-01-04,637,669
Aurangabad,2026-01-05,637,669
Aurangabad,2026-01-06,638,670
Aurangabad,2026-01-07,639,671
Aurangabad,2026-01-08,639,671
Aurangabad,2026-01-09,640,672
Aurangabad,2026-01-10,641,673
Aurangabad,2026-01-11,641,673
Aurangabad,2026-01-12,642,674
Aurangabad,2026-01-13,642,675
Aurangabad,2026-01-14,643,675
Aurangabad,2026-01-15,644,676
Aurangabad,2026-01-16,644,677
Aurangabad,2026-01-17,645,677
Aurangabad,2026-01-18,646,678
Aurangabad,2026-01-19,646,679
Aurangabad,2026-01-20,647,679
Aurangabad,2026-01-21,648,680
Aurangabad,2026-01-22,648,681
Aurangabad,2026-01-23,649,681
Aurangabad,2026-01-24,649,682
Aurangabad,2026-01-25,650,683
Aurangabad,2026-01-26,651,683
Aurangabad,2026-01-27,651,684
Aurangabad,2026-01-28,652,685
Aurangabad,2026-01-29,653,685
Aurangabad,2026-01-30,653,686
Azamgarh,2026-01-01,320,336
Azamgarh,2026-01-02,321,337
Azamgarh,2026-01-03,321,337
Azamgarh,2026-01-04,321,337
Azamgarh,2026-01-05,322,338
Azamgarh,2026-01-06,322,338
Azamgarh,2026-01-07,322,338
Azamgarh,2026-01-08,323,339
Azamgarh,2026-01-09,323,339
Azamgarh,2026-01-10,323,340
Azamgarh,2026-01-11,324,340
Azamgarh,2026-01-12,324,340
Azamgarh,2026-01-13,324,341
Azamgarh,2026-01-14,325,341
Azamgarh,2026-01-15,325,341
Azamgarh,2026-01-16,325,342
Azamgarh,2026-01-17,326,342
Azamgarh,2026-01-18,326,342
Azamgarh,2026-01-19,326,343
Azamgarh,2026-01-20,327,343
Azamgarh,2026-01-21,327,343
Azamgarh,2026-01-22,327,344
Azamgarh,2026-01-23,328,344
Azamgarh,2026-01-24,328,344
Azamgarh,2026-01-25,328,345
Azamgarh,2026-01-26,328,345
Azamgarh,2026-01-27,329,345
Azamgarh,2026-01-28,329,346
Azamgarh,2026-01-29,329,346
Azamgarh,2026-01-30,330,346
Baghpat,2026-01-01,1019,1070
Baghpat,2026-01-02,1020,1071
Baghpat,2026-01-03,1021,1072
Baghpat,2026-01-04,1022,1073
Baghpat,2026-01-05,1023,1074
Baghpat,2026-01-06,1024,1075
Baghpat,2026-01-07,1025,1076
Baghpat,2026-01-08,1026,1077
Baghpat,2026-01-09,1027,1078
Baghpat,2026-01-10,1028,1080
Baghpat,2026-01-11,1029,1081
Baghpat,2026-01-12,1030,1082
Baghpat,2026-01-13,1031,1083
Baghpat,2026-01-14,1032,1084
Baghpat,2026-01-15,1033,1085
Baghpat,2026-01-16,1034,1086
Baghpat,2026-01-17,1035,1087
Baghpat,2026-01-18,1036,1088
Baghpat,2026-01-19,1037,1089
Baghpat,2026-01-20,1038,1090
Baghpat,2026-01-21,1039,1091
Baghpat,2026-01-22,1040,1092
Baghpat,2026-01-23,1041,1093
Baghpat,2026-01-24,1042,1094
Baghpat,2026-01-25,1043,1096
Baghpat,2026-01-26,1044,1097
Baghpat,2026-01-27,1045,1098
Baghpat,2026-01-28,1046,1099
Baghpat,2026-01-29,1047,1100
Baghpat,2026-01-30,1048,1101
Baharampur,2026-01-01,530,557
Baharampur,2026-01-02,531,557
Baharampur,2026-01-03,531,558
Baharampur,2026-01-04,532,558
Baharampur,2026-01-05,532,559
Baharampur,2026-01-06,533,560
Baharampur,2026-01-07,533,560
Baharampur,2026-01-08,534,561
Baharampur,2026-01-09,535,561
Baharampur,2026-01-10,535,562
Baharampur,2026-01-11,536,562
Baharampur,2026-01-12,536,563
Baharampur,2026-01-13,537,563
Baharampur,2026-01-14,537,564
Baharampur,2026-01-15,538,565
Baharampur,2026-01-16,538,565
Baharampur,2026-01-17,539,566
Baharampur,2026-01-18,539,566
Baharampur,2026-01-19,540,567
Baharampur,2026-01-20,540,567
Baharampur,2026-01-21,541,568
Baharampur,2026-01-22,541,568
Baharampur,2026-01-23,542,569
Baharampur,2026-01-24,542,570
Baharampur,2026-01-25,543,570
Baharampur,2026-01-26,544,571
Baharampur,2026-01-27,544,571
Baharampur,2026-01-28,545,572
Baharampur,2026-01-29,545,572
Baharampur,2026-01-30,546,573
Bahraich,2026-01-01,472,495
Bahraich,2026-01-02,472,496
Bahraich,2026-01-03,473,496
Bahraich,2026-01-04,473,497
Bahraich,2026-01-05,474,497
Bahraich,2026-01-06,474,498
Bahraich,2026-01-07,475,498
Bahraich,2026-01-08,475,499
Bahraich,2026-01-09,475,499
Bahraich,2026-01-10,476,500
Bahraich,2026-01-11,476,500
Bahraich,2026-01-12,477,501
Bahraich,2026-01-13,477,501
Bahraich,2026-01-14,478,502
Bahraich,2026-01-15,478,502
Bahraich,2026-01-16,479,503
Bahraich,2026-01-17,479,503
Bahraich,2026-01-18,480,504
Bahraich,2026-01-19,480,504
Bahraich,2026-01-20,481,505
Bahraich,2026-01-21,481,505
Bahraich,2026-01-22,482,506
Bahraich,2026-01-23,482,506
Bahraich,2026-01-24,483,507
Bahraich,2026-01-25,483,507
Bahraich,2026-01-26,484,508
Bahraich,2026-01-27,484,508
Bahraich,2026-01-28,484,509
Bahraich,2026-01-29,485,509
Bahraich,2026-01-30,485,510
Balaghat,2026-01-01,522,548
Balaghat,2026-01-02,523,549
Balaghat,2026-01-03,523,549
Balaghat,2026-01-04,524,550
Balaghat,2026-01-05,524,550
Balaghat,2026-01-06,525,551
Balaghat,2026-01-07,525,552
Balaghat,2026-01-08,526,552
Balaghat,2026-01-09,526,553
Balaghat,2026-01-10,527,553
Balaghat,2026-01-11,527,554
Balaghat,2026-01-12,528,554
Balaghat,2026-01-13,528,555
Balaghat,2026-01-14,529,555
Balaghat,2026-01-15,529,556
Balaghat,2026-01-16,530,557
Balaghat,2026-01-17,531,557
Balaghat,2026-01-18,531,558
Balaghat,2026-01-19,532,558
Balaghat,2026-01-20,532,559
Balaghat,2026-01-21,533,559
Balaghat,2026-01-22,533,560
Balaghat,2026-01-23,534,560
Balaghat,2026-01-24,534,561
Balaghat,2026-01-25,535,561
Balaghat,2026-01-26,535,562
Balaghat,2026-01-27,536,563
Balaghat,2026-01-28,536,563
Balaghat,2026-01-29,537,564
Balaghat,2026-01-30,537,564
Balurghat,2026-01-01,352,369
Balurghat,2026-01-02,352,369
Balurghat,2026-01-03,352,370
Balurghat,2026-01-04,353,370
Balurghat,2026-01-05,353,371
Balurghat,2026-01-06,353,371
Balurghat,2026-01-07,354,371
Balurghat,2026-01-08,354,372
Balurghat,2026-01-09,354,372
Balurghat,2026-01-10,355,372
Balurghat,2026-01-11,355,373
Balurghat,2026-01-12,355,373
Balurghat,2026-01-13,356,374
Balurghat,2026-01-14,356,374
